	Unnamed: 0	index	genome	identifier	file	clip	scale	sum_stat	description	track_type
754	594	594	1	ENCFF041JZL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR129DIK/summary/ENCFF041JZL.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 forebrain embryo (16.5 days)	Histone ChIP-seq
755	595	595	1	ENCFF177SVC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR129LAP/summary/ENCFF177SVC.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 hindbrain embryo (11.5 days)	Histone ChIP-seq
756	596	596	1	ENCFF610HBD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR129OJN/summary/ENCFF610HBD.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 midbrain embryo (13.5 days)	Histone ChIP-seq
757	597	597	1	ENCFF909TOQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR133EGP/summary/ENCFF909TOQ.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 liver embryo (15.5 days)	Histone ChIP-seq
758	598	598	1	ENCFF943PON	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR135QMP/summary/ENCFF943PON.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 liver embryo (16.5 days)	Histone ChIP-seq
759	600	600	1	ENCFF285ZJD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR136GMT/summary/ENCFF285ZJD.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 liver embryo (12.5 days)	Histone ChIP-seq
760	601	601	1	ENCFF820QKT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR137NUN/summary/ENCFF820QKT.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 embryonic facial prominence embryo (15.5 days)	Histone ChIP-seq
761	602	602	1	ENCFF681GAF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR140UEX/summary/ENCFF681GAF.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 lung embryo (16.5 days)	Histone ChIP-seq
762	603	603	1	ENCFF873EBR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR140YPL/summary/ENCFF873EBR.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 kidney postnatal (0 days)	Histone ChIP-seq
763	604	604	1	ENCFF033MMS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR141ZQF/summary/ENCFF033MMS.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 forebrain embryo (16.5 days)	Histone ChIP-seq
764	606	606	1	ENCFF421HSW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR147PYG/summary/ENCFF421HSW.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 embryonic facial prominence embryo (13.5 days)	Histone ChIP-seq
765	607	607	1	ENCFF164GUC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR148IGO/summary/ENCFF164GUC.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 lung embryo (14.5 days)	Histone ChIP-seq
766	608	608	1	ENCFF741LSB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR149GYK/summary/ENCFF741LSB.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 liver embryo (12.5 days)	Histone ChIP-seq
767	610	610	1	ENCFF440LYR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR151APL/summary/ENCFF440LYR.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 embryonic facial prominence embryo (10.5 days)	Histone ChIP-seq
768	611	611	1	ENCFF957GWA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR154DTK/summary/ENCFF957GWA.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 lung embryo (16.5 days)	Histone ChIP-seq
769	612	612	1	ENCFF450IIR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR157IVC/summary/ENCFF450IIR.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 midbrain embryo (12.5 days)	Histone ChIP-seq
770	613	613	1	ENCFF173OSG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR157LYR/summary/ENCFF173OSG.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 intestine embryo (14.5 days)	Histone ChIP-seq
771	614	614	1	ENCFF493WPM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR158ONM/summary/ENCFF493WPM.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 hindbrain embryo (12.5 days)	Histone ChIP-seq
772	615	615	1	ENCFF028YVD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR159RVN/summary/ENCFF028YVD.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 intestine postnatal (0 days)	Histone ChIP-seq
773	616	616	1	ENCFF087LVF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR161DAW/summary/ENCFF087LVF.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 hindbrain embryo (16.5 days)	Histone ChIP-seq
774	617	617	1	ENCFF111SQJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR161UUY/summary/ENCFF111SQJ.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 forebrain embryo (12.5 days)	Histone ChIP-seq
775	618	618	1	ENCFF842FSB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR167ZGV/summary/ENCFF842FSB.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 midbrain embryo (13.5 days)	Histone ChIP-seq
776	619	619	1	ENCFF465QRZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR172XOZ/summary/ENCFF465QRZ.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 forebrain embryo (14.5 days)	Histone ChIP-seq
777	620	620	1	ENCFF289PYS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR175KBJ/summary/ENCFF289PYS.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 liver embryo (13.5 days)	Histone ChIP-seq
778	621	621	1	ENCFF480NZE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR175QZX/summary/ENCFF480NZE.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 hindbrain embryo (11.5 days)	Histone ChIP-seq
779	622	622	1	ENCFF994FKT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR176BXC/summary/ENCFF994FKT.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 limb embryo (14.5 days)	Histone ChIP-seq
780	623	623	1	ENCFF837LYE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR185JBL/summary/ENCFF837LYE.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 hindbrain embryo (14.5 days)	Histone ChIP-seq
781	624	624	1	ENCFF361RBA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR186PIV/summary/ENCFF361RBA.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 hindbrain embryo (14.5 days)	Histone ChIP-seq
782	625	625	1	ENCFF768XVB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR190RKJ/summary/ENCFF768XVB.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 hindbrain embryo (13.5 days)	Histone ChIP-seq
783	626	626	1	ENCFF258AAD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR191XHV/summary/ENCFF258AAD.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 liver embryo (13.5 days)	Histone ChIP-seq
784	627	627	1	ENCFF900GLU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR193AEW/summary/ENCFF900GLU.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 embryonic facial prominence embryo (15.5 days)	Histone ChIP-seq
785	629	629	1	ENCFF877WYE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR195NDO/summary/ENCFF877WYE.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 embryonic facial prominence embryo (12.5 days)	Histone ChIP-seq
786	630	630	1	ENCFF553YRO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR196ENU/summary/ENCFF553YRO.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 kidney embryo (14.5 days)	Histone ChIP-seq
787	631	631	1	ENCFF115TVW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR198ACZ/summary/ENCFF115TVW.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 intestine postnatal (0 days)	Histone ChIP-seq
788	632	632	1	ENCFF002MTC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR203KIB/summary/ENCFF002MTC.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 midbrain embryo (14.5 days)	Histone ChIP-seq
789	633	633	1	ENCFF692XLZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR205XBQ/summary/ENCFF692XLZ.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 midbrain embryo (16.5 days)	Histone ChIP-seq
790	634	634	1	ENCFF795DAU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR207UMX/summary/ENCFF795DAU.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 neural tube embryo (15.5 days)	Histone ChIP-seq
791	635	635	1	ENCFF469DBC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR212KGS/summary/ENCFF469DBC.w5	32	2	mean	CHIP:H3K4me3:129 E14TG2a.4	Histone ChIP-seq
792	636	636	1	ENCFF305IHU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR222IHX/summary/ENCFF305IHU.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 heart embryo (11.5 days)	Histone ChIP-seq
793	637	637	1	ENCFF705MSQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR223FDX/summary/ENCFF705MSQ.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 neural tube embryo (14.5 days)	Histone ChIP-seq
794	638	638	1	ENCFF563GBE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR227UTY/summary/ENCFF563GBE.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 forebrain embryo (14.5 days)	Histone ChIP-seq
795	639	639	1	ENCFF865VFL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR229LTY/summary/ENCFF865VFL.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 limb embryo (12.5 days)	Histone ChIP-seq
796	640	640	1	ENCFF755WDT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR231CHC/summary/ENCFF755WDT.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 limb embryo (15.5 days)	Histone ChIP-seq
797	641	641	1	ENCFF841DUP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR233LBT/summary/ENCFF841DUP.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 limb embryo (12.5 days)	Histone ChIP-seq
798	642	642	1	ENCFF263ROX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR234ISO/summary/ENCFF263ROX.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 liver embryo (14.5 days)	Histone ChIP-seq
799	643	643	1	ENCFF791DCG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR234YTN/summary/ENCFF791DCG.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 hindbrain embryo (14.5 days)	Histone ChIP-seq
800	644	644	1	ENCFF690EIB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR235JCY/summary/ENCFF690EIB.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 heart postnatal (0 days)	Histone ChIP-seq
801	645	645	1	ENCFF920CEX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR238SGC/summary/ENCFF920CEX.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 limb embryo (10.5 days)	Histone ChIP-seq
802	646	646	1	ENCFF399KQJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR238ZCJ/summary/ENCFF399KQJ.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 lung postnatal (0 days)	Histone ChIP-seq
803	647	647	1	ENCFF046KVG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR239TSZ/summary/ENCFF046KVG.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 heart embryo (13.5 days)	Histone ChIP-seq
804	648	648	1	ENCFF217EPP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR240OUM/summary/ENCFF217EPP.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 neural tube embryo (11.5 days)	Histone ChIP-seq
805	649	649	1	ENCFF789UMC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR241BSK/summary/ENCFF789UMC.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 neural tube embryo (15.5 days)	Histone ChIP-seq
806	650	650	1	ENCFF918CGY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR242PHH/summary/ENCFF918CGY.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 limb embryo (10.5 days)	Histone ChIP-seq
807	651	651	1	ENCFF193NMX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR243JOL/summary/ENCFF193NMX.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 forebrain embryo (12.5 days)	Histone ChIP-seq
808	652	652	1	ENCFF205JZO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR244ASF/summary/ENCFF205JZO.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 limb embryo (15.5 days)	Histone ChIP-seq
809	653	653	1	ENCFF800NSG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR244KCW/summary/ENCFF800NSG.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 liver embryo (11.5 days)	Histone ChIP-seq
810	654	654	1	ENCFF610GUY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR249AUA/summary/ENCFF610GUY.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 lung embryo (14.5 days)	Histone ChIP-seq
811	655	655	1	ENCFF165DVJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR250LXH/summary/ENCFF165DVJ.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 lung postnatal (0 days)	Histone ChIP-seq
812	656	656	1	ENCFF746ONG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR251LFV/summary/ENCFF746ONG.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 heart embryo (16.5 days)	Histone ChIP-seq
813	657	657	1	ENCFF315VST	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR252GKD/summary/ENCFF315VST.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 liver embryo (16.5 days)	Histone ChIP-seq
814	658	658	1	ENCFF406MDW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR252ONR/summary/ENCFF406MDW.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 midbrain embryo (12.5 days)	Histone ChIP-seq
815	659	659	1	ENCFF704PEM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR253IEG/summary/ENCFF704PEM.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 midbrain embryo (13.5 days)	Histone ChIP-seq
816	660	660	1	ENCFF785WPG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR253QPK/summary/ENCFF785WPG.w5	32	2	mean	CHIP:H3K36me3:129 E14TG2a.4	Histone ChIP-seq
817	661	661	1	ENCFF900XUW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR254AHA/summary/ENCFF900XUW.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 midbrain embryo (14.5 days)	Histone ChIP-seq
818	662	662	1	ENCFF983GFL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR257GTR/summary/ENCFF983GFL.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 embryonic facial prominence embryo (12.5 days)	Histone ChIP-seq
819	663	663	1	ENCFF667NCZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR257JSX/summary/ENCFF667NCZ.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 hindbrain embryo (16.5 days)	Histone ChIP-seq
820	664	664	1	ENCFF218NHY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR258AED/summary/ENCFF218NHY.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 embryonic facial prominence embryo (13.5 days)	Histone ChIP-seq
821	665	665	1	ENCFF755OHM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR258RGT/summary/ENCFF755OHM.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 liver embryo (15.5 days)	Histone ChIP-seq
822	666	666	1	ENCFF330NUS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR258YWW/summary/ENCFF330NUS.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 forebrain postnatal (0 days)	Histone ChIP-seq
823	667	667	1	ENCFF408PKX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR259KYK/summary/ENCFF408PKX.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 hindbrain embryo (15.5 days)	Histone ChIP-seq
824	668	668	1	ENCFF657UHZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR260OUP/summary/ENCFF657UHZ.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 intestine embryo (14.5 days)	Histone ChIP-seq
825	669	669	1	ENCFF770WCB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR261OAK/summary/ENCFF770WCB.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 midbrain embryo (11.5 days)	Histone ChIP-seq
826	670	670	1	ENCFF377ZXP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR262CSU/summary/ENCFF377ZXP.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 lung postnatal (0 days)	Histone ChIP-seq
827	671	671	1	ENCFF428RXK	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR263CKR/summary/ENCFF428RXK.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 neural tube embryo (12.5 days)	Histone ChIP-seq
828	672	672	1	ENCFF849QJF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR264HHL/summary/ENCFF849QJF.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 limb embryo (15.5 days)	Histone ChIP-seq
829	673	673	1	ENCFF921KVA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR264TXI/summary/ENCFF921KVA.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 forebrain embryo (14.5 days)	Histone ChIP-seq
830	674	674	1	ENCFF494OOQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR265NBM/summary/ENCFF494OOQ.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 neural tube embryo (14.5 days)	Histone ChIP-seq
831	675	675	1	ENCFF046VWN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR266JQW/summary/ENCFF046VWN.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 heart embryo (10.5 days)	Histone ChIP-seq
832	676	676	1	ENCFF034URR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR270WWV/summary/ENCFF034URR.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 forebrain embryo (14.5 days)	Histone ChIP-seq
833	677	677	1	ENCFF853FDI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR272GNQ/summary/ENCFF853FDI.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 midbrain embryo (10.5 days)	Histone ChIP-seq
834	678	678	1	ENCFF353QFF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR272XPJ/summary/ENCFF353QFF.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 intestine embryo (16.5 days)	Histone ChIP-seq
835	679	679	1	ENCFF443SGX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR274ACJ/summary/ENCFF443SGX.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 limb embryo (14.5 days)	Histone ChIP-seq
836	680	680	1	ENCFF827WXG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR275KPI/summary/ENCFF827WXG.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 forebrain embryo (11.5 days)	Histone ChIP-seq
837	681	681	1	ENCFF886OPQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR282GAG/summary/ENCFF886OPQ.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 stomach embryo (15.5 days)	Histone ChIP-seq
838	682	682	1	ENCFF950JKI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR282OTI/summary/ENCFF950JKI.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 stomach embryo (16.5 days)	Histone ChIP-seq
839	683	683	1	ENCFF081AUZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR283RFW/summary/ENCFF081AUZ.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 midbrain embryo (11.5 days)	Histone ChIP-seq
840	684	684	1	ENCFF798NZC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR285IQN/summary/ENCFF798NZC.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 embryonic facial prominence embryo (10.5 days)	Histone ChIP-seq
841	685	685	1	ENCFF851ZPG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR286IGS/summary/ENCFF851ZPG.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 limb embryo (11.5 days)	Histone ChIP-seq
842	686	686	1	ENCFF147ZWY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR286OKN/summary/ENCFF147ZWY.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 midbrain embryo (13.5 days)	Histone ChIP-seq
843	687	687	1	ENCFF761AXJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR288LNF/summary/ENCFF761AXJ.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 stomach postnatal (0 days)	Histone ChIP-seq
844	688	688	1	ENCFF495TXX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR288OHO/summary/ENCFF495TXX.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 kidney postnatal (0 days)	Histone ChIP-seq
845	689	689	1	ENCFF066PYN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR289SWJ/summary/ENCFF066PYN.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 neural tube embryo (13.5 days)	Histone ChIP-seq
846	690	690	1	ENCFF613PHO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR293ORS/summary/ENCFF613PHO.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 stomach embryo (14.5 days)	Histone ChIP-seq
847	692	692	1	ENCFF389JEL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR295PFM/summary/ENCFF389JEL.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 lung embryo (16.5 days)	Histone ChIP-seq
848	693	693	1	ENCFF004EZJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR295ZLV/summary/ENCFF004EZJ.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 liver embryo (12.5 days)	Histone ChIP-seq
849	694	694	1	ENCFF597HKP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR297CHD/summary/ENCFF597HKP.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 forebrain embryo (12.5 days)	Histone ChIP-seq
850	695	695	1	ENCFF499LUF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR299DRH/summary/ENCFF499LUF.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 hindbrain embryo (15.5 days)	Histone ChIP-seq
851	696	696	1	ENCFF570FAF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR299NCJ/summary/ENCFF570FAF.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 hindbrain embryo (11.5 days)	Histone ChIP-seq
852	697	697	1	ENCFF349EPV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR302HOJ/summary/ENCFF349EPV.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 hindbrain embryo (12.5 days)	Histone ChIP-seq
853	698	698	1	ENCFF551UEX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR305GII/summary/ENCFF551UEX.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 lung embryo (15.5 days)	Histone ChIP-seq
854	699	699	1	ENCFF323FCP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR308GFM/summary/ENCFF323FCP.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 liver postnatal (0 days)	Histone ChIP-seq
855	700	700	1	ENCFF156SIF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR308TAV/summary/ENCFF156SIF.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 hindbrain postnatal (0 days)	Histone ChIP-seq
856	701	701	1	ENCFF492VCK	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR311LZM/summary/ENCFF492VCK.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 lung embryo (14.5 days)	Histone ChIP-seq
857	702	702	1	ENCFF402XZO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR311TLE/summary/ENCFF402XZO.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 midbrain embryo (11.5 days)	Histone ChIP-seq
858	703	703	1	ENCFF776ZXU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR311VKI/summary/ENCFF776ZXU.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 intestine embryo (15.5 days)	Histone ChIP-seq
859	704	704	1	ENCFF107UHG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR311YPF/summary/ENCFF107UHG.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 forebrain embryo (13.5 days)	Histone ChIP-seq
860	705	705	1	ENCFF909MUJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR312BOK/summary/ENCFF909MUJ.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 midbrain embryo (12.5 days)	Histone ChIP-seq
861	706	706	1	ENCFF152HAY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR314FGC/summary/ENCFF152HAY.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 midbrain embryo (16.5 days)	Histone ChIP-seq
862	707	707	1	ENCFF356LUU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR315ZEU/summary/ENCFF356LUU.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 hindbrain embryo (13.5 days)	Histone ChIP-seq
863	708	708	1	ENCFF919YGD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR316AZB/summary/ENCFF919YGD.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 embryonic facial prominence embryo (12.5 days)	Histone ChIP-seq
864	709	709	1	ENCFF036PPT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR316CNR/summary/ENCFF036PPT.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 stomach embryo (14.5 days)	Histone ChIP-seq
865	710	710	1	ENCFF563HQA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR318QFY/summary/ENCFF563HQA.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 limb embryo (10.5 days)	Histone ChIP-seq
866	711	711	1	ENCFF627ZLA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR320CCJ/summary/ENCFF627ZLA.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 embryonic facial prominence embryo (11.5 days)	Histone ChIP-seq
867	712	712	1	ENCFF527FOD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR320EEW/summary/ENCFF527FOD.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 forebrain embryo (14.5 days)	Histone ChIP-seq
868	713	713	1	ENCFF354BAJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR320UJD/summary/ENCFF354BAJ.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 kidney embryo (15.5 days)	Histone ChIP-seq
869	714	714	1	ENCFF952PTF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR322XHD/summary/ENCFF952PTF.w5	32	2	mean	CHIP:H3K4me2:C57BL/6 midbrain postnatal (0 days)	Histone ChIP-seq
